alpha_center_deg,delta_alpha_deg,beta_deg,z0x,z0y,z0z,x0x,x0y,x0z,smin,n_rows
-59.37750000000001,59.0428974109526,12.586231370743032,0.9928743036733951,-0.08426332863431982,0.08426332863431983,0.1191663421653561,0.7020681529933291,-0.7020681529933291,0.0,6
-59.275000000000006,-59.275000000000006,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-59.1725,-59.1725,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-59.0695,-59.0695,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-58.96699999999999,-58.96699999999999,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-58.8645,-58.8645,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-58.7615,-58.7615,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-58.659000000000006,-58.659000000000006,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-58.5565,-58.5565,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-58.4535,-58.4535,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-58.35099999999999,-58.35099999999999,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-58.2485,-58.2485,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-58.14600000000001,-58.14600000000001,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-58.0435,-58.0435,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-57.9405,-57.9405,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-57.837999999999994,-57.837999999999994,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-57.7355,-57.7355,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-57.6325,-57.6325,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-57.53000000000001,-57.53000000000001,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-57.4275,-57.4275,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-57.324999999999996,-57.324999999999996,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-57.222500000000004,-57.222500000000004,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-57.1195,-57.1195,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-57.016999999999996,-60.60727242997323,77.43089254225407,-0.0,-0.05910312543117083,0.04440078910895247,1.844373698048477e-17,0.7065656573662839,-0.7076474912204177,1.8065824035822158e-54,6
-56.914500000000004,-56.177088210682726,79.85128397158543,0.235702260395521,-0.9428090415820587,-0.23570226039552922,0.3607197593213925,0.3156297894062184,-0.8776440572774951,1.3130136647357223e-22,6
