alpha_center_deg,delta_alpha_deg,beta_deg,z0x,z0y,z0z,x0x,x0y,x0z,smin,n_rows
-42.2375,-42.2375,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-42.135,-42.135,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-42.032500000000006,-42.032500000000006,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-41.93,-41.93,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-41.82750000000001,-41.82750000000001,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-41.724500000000006,-41.724500000000006,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-41.622,-41.622,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-41.5195,-41.5195,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-41.4165,-41.4165,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-41.314,-41.314,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-41.211499999999994,-41.211499999999994,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-41.1085,-41.1085,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-41.00600000000001,-41.00600000000001,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-40.9035,-40.9035,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-40.801,-40.801,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-40.698499999999996,-40.698499999999996,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-40.5955,-40.5955,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-40.493,-40.493,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-40.390499999999996,-40.390499999999996,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-40.2875,-40.2875,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-40.185,-40.185,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-40.0825,-40.0825,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-39.98,-39.98,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-39.8775,-39.8775,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-39.7745,-39.7745,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-39.672000000000004,-39.672000000000004,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-39.569500000000005,-39.569500000000005,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-39.4665,-39.4665,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-39.364,-39.364,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-39.261500000000005,-39.261500000000005,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-39.158500000000004,-39.158500000000004,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-39.056,-39.056,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-38.953500000000005,-38.953500000000005,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-38.851,-38.851,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-38.74850000000001,-38.74850000000001,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-38.645500000000006,-38.645500000000006,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-38.543,-38.543,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-38.44050000000001,-38.44050000000001,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-38.337500000000006,-38.337500000000006,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-38.235,-38.235,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-38.1325,-38.1325,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-38.03,-38.03,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-37.9275,-37.9275,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-37.8245,-37.8245,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-37.722,-37.722,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-37.619499999999995,-37.619499999999995,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-37.5165,-37.5165,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-37.414,-37.414,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-37.311499999999995,-37.311499999999995,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-37.2085,-37.2085,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-37.106,-37.106,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-37.003499999999995,-37.003499999999995,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-36.901,-36.901,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-36.7985,-36.7985,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-36.6955,-36.6955,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-36.592999999999996,-36.592999999999996,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-36.4905,-36.4905,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-36.3875,-36.3875,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-36.285000000000004,-36.285000000000004,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-36.182500000000005,-36.182500000000005,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-36.0795,-36.0795,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-35.977,-35.977,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-35.874500000000005,-35.874500000000005,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-35.772,-35.772,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-35.6695,-35.6695,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-35.566500000000005,-35.566500000000005,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-35.464,-35.464,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-35.36150000000001,-35.36150000000001,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-35.258500000000005,-35.258500000000005,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-35.156,-35.156,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-35.05350000000001,-35.05350000000001,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-34.951,-34.951,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-34.8485,-34.8485,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-34.7455,-34.7455,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-34.643,-34.643,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-34.5405,-34.5405,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-34.4375,-34.4375,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-34.335,-34.335,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-34.232499999999995,-34.232499999999995,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-34.12949999999999,-34.12949999999999,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-34.027,-34.027,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-33.924499999999995,-33.924499999999995,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-33.822,-33.822,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-33.7195,-33.7195,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-33.616499999999995,-33.616499999999995,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-33.514,-33.514,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-33.4115,-33.4115,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-33.3085,-33.3085,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-33.205999999999996,-33.205999999999996,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-33.1035,-33.1035,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-33.0005,-33.0005,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-32.898,-32.898,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-32.795500000000004,-32.795500000000004,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-32.693000000000005,-32.693,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-32.5905,-32.5905,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-32.487500000000004,-32.487500000000004,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-32.385000000000005,-32.385000000000005,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-32.2825,-32.2825,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-32.179500000000004,-32.1795,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-32.077,-32.077,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-31.974500000000003,-31.974500000000003,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-31.871999999999996,-31.872000000000003,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-31.769500000000004,-31.769499999999997,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-31.6665,-31.666499999999992,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-31.564,-31.564,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-31.461500000000004,-31.461500000000004,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-31.3585,-31.358500000000006,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-31.256,-31.256,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-31.1535,-31.153499999999994,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-31.0505,-31.050499999999996,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-30.948,-30.948,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-30.8455,-30.84550000000001,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-30.743000000000002,-30.743000000000002,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-30.6405,-30.640499999999996,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-30.5375,-30.537499999999998,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-30.435000000000002,-30.435000000000002,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-30.332499999999996,-30.332500000000003,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-30.229499999999998,-30.229500000000005,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-30.127000000000002,-30.127000000000002,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-30.024499999999996,-30.024499999999996,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-29.921499999999998,-29.921499999999998,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-29.819,-29.819,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-29.7165,-29.7165,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-29.613999999999997,-29.613999999999997,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-29.511499999999998,-29.511499999999998,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-29.4085,-29.4085,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-29.306,-29.306,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-29.203500000000002,-29.203500000000002,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-29.1005,-29.1005,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-28.998,-28.998,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-28.895500000000002,-28.895500000000002,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-28.793000000000003,-28.793000000000003,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-28.6905,-28.6905,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-28.5875,-28.587500000000002,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-28.485000000000003,-28.485000000000003,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-28.382500000000004,-28.382500000000004,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-28.279500000000002,-28.279500000000006,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-28.177,-28.177000000000003,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-28.0745,-28.074500000000004,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-27.971500000000002,-27.971500000000006,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-27.869000000000003,-27.869000000000007,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-27.7665,-27.766500000000004,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-27.663999999999998,-27.663999999999998,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-27.5615,-27.5615,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-27.4585,-27.4585,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-27.356,-27.356,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-27.2535,-27.253500000000006,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-27.1505,-27.1505,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-27.048000000000002,-27.047999999999995,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-26.945500000000003,-26.945499999999996,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-26.843000000000004,-26.843000000000004,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-26.7405,-26.7405,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-26.637499999999996,-26.637499999999996,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-26.535,-26.534999999999997,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-26.432500000000005,-26.432499999999997,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-26.3295,-26.3295,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-26.226999999999997,-26.226999999999997,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-26.124499999999998,-26.124499999999998,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-26.0215,-26.0215,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-25.919,-25.919,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-25.8165,-25.8165,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-25.714,-25.714,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-25.6115,-25.6115,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-25.5085,-25.5085,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-25.406000000000002,-25.406000000000002,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-25.3035,-25.3035,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-25.200499999999998,-25.2005,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-25.098000000000003,-25.098000000000003,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-24.995500000000003,-24.995500000000003,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-24.892500000000002,-24.892500000000005,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-24.79,-24.790000000000003,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-24.6875,-24.687500000000004,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-24.585,-24.585000000000004,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-24.4825,-24.482500000000005,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-24.3795,-24.3795,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-24.276999999999997,-24.276999999999997,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-24.1745,-24.174500000000005,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-24.0715,-24.071500000000007,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-23.969,-23.969,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-23.8665,-23.866499999999995,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-23.764,-23.764,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-23.6615,-23.661500000000007,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-23.558500000000002,-23.55850000000001,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-23.456000000000003,-23.456000000000003,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-23.3535,-23.353499999999997,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-23.250500000000002,-23.250499999999995,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-23.148000000000003,-23.148000000000003,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-23.045500000000004,-23.045500000000004,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-22.9425,-22.9425,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-22.839999999999996,-22.839999999999996,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-22.7375,-22.737499999999997,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-22.635,-22.634999999999998,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-22.532500000000002,-22.5325,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-22.4295,-22.4295,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-22.326999999999998,-22.326999999999998,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-22.2245,-22.2245,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-22.1215,-22.1215,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-22.019000000000002,-22.019000000000002,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-21.9165,-21.9165,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-21.813499999999998,-21.8135,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-21.711000000000002,-21.711000000000002,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-21.608500000000003,-21.608500000000003,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-21.506,-21.506,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-21.403499999999998,-21.4035,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-21.300499999999996,-21.300499999999996,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-21.197999999999997,-21.197999999999997,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-21.0955,-21.095500000000005,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-20.9925,-20.992500000000003,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-20.889999999999997,-20.889999999999997,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-20.787499999999998,-20.787499999999998,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-20.685000000000002,-20.685000000000006,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-20.5825,-20.582500000000003,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-20.479499999999998,-20.479500000000005,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-20.377,-20.377000000000006,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-20.2745,-20.2745,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-20.1715,-20.171499999999995,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-20.069000000000003,-20.069000000000003,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-19.9665,-19.9665,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-19.863500000000002,-19.863500000000002,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-19.761000000000003,-19.761000000000003,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-19.658500000000004,-19.658499999999997,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-19.556,-19.555999999999997,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-19.4535,-19.453499999999995,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-19.3505,-19.350499999999997,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-19.248,-19.247999999999998,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-19.145500000000002,-19.1455,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-19.0425,-19.0425,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-18.939999999999998,-18.939999999999998,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-18.837500000000002,-18.8375,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-18.735000000000003,-18.735,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-18.6325,-18.6325,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-18.5295,-18.5295,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-18.427,-18.427,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-18.3245,-18.3245,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-18.221500000000002,-18.221500000000002,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-18.119,-18.119,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-18.0165,-18.0165,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-17.913499999999996,-17.913500000000003,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-17.811,-17.811000000000003,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-17.708500000000004,-17.708500000000004,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-17.605999999999998,-17.606,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-17.503500000000003,-17.503500000000003,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-17.400500000000005,-17.400500000000005,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-17.298000000000002,-17.298000000000005,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-17.1955,-17.1955,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-17.092499999999998,-17.092499999999994,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-16.99,-16.99,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-16.8875,-16.887500000000006,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-16.7845,-16.78450000000001,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-16.682000000000002,-16.682000000000002,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-16.5795,-16.579499999999996,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-16.477,-16.477,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-16.3745,-16.37450000000001,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-16.271500000000003,-16.271500000000003,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-16.168999999999997,-16.168999999999997,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-16.066499999999998,-16.066499999999994,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6
-15.9635,-15.963499999999996,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-15.861,-15.860999999999997,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-15.7585,-15.758499999999996,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-15.656,-15.655999999999997,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-15.5535,-15.553499999999996,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-15.450499999999998,-15.450499999999998,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-15.347999999999999,-15.347999999999999,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-15.245500000000002,-15.245499999999998,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-15.1425,-15.1425,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-15.04,-15.04,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-14.9375,-14.9375,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-14.8345,-14.8345,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-14.732000000000001,-14.732000000000001,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-14.6295,-14.6295,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-14.527000000000001,-14.527000000000001,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-14.4245,-14.4245,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-14.321499999999999,-14.321500000000002,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-14.219,-14.219000000000003,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-14.116499999999998,-14.116500000000002,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-14.0135,-14.013500000000004,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-13.911,-13.911000000000003,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-13.8085,-13.808500000000004,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-13.7055,-13.705500000000004,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-13.603,-13.603000000000005,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-13.500499999999999,-13.500499999999999,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-13.397999999999998,-13.397999999999998,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-13.295499999999999,-13.295500000000006,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-13.1925,-13.192500000000006,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
-13.09,-13.09,90.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,6
